"id","name","firstname","lastname","number","club","position","height","weight","nationality","birthdate","photo"
333,"A. Milik","Arkadiusz Krystian","Milik",14,"Juventus","Attacker","186 cm","80 kg","Poland","1994-02-28","https://media.api-sports.io/football/players/333.png"
21104,"R. Kolo Muani","Randal","Kolo Muani",23,"Juventus","Attacker","187 cm","73 kg","France","1998-12-05","https://media.api-sports.io/football/players/21104.png"
441552,"D. Pugno","Diego","Pugno",44,"Juventus","Attacker","174 cm","61 kg","Italy","2006-07-07","https://media.api-sports.io/football/players/441552.png"
344773,"A. Pietrelli","Alessandro","Pietrelli",30,"Juventus","Midfielder","192 cm","Unknown","Italy","2003-01-05","https://media.api-sports.io/football/players/344773.png"
346866,"S. Mbangula","Samuel-Germain","Kinduelu Mbangula Tshifunda",51,"Juventus","Attacker","171 cm","64 kg","Belgium","2004-01-16","https://media.api-sports.io/football/players/346866.png"
26644,"C. Mandas","Christos","Mandas",35,"Lazio","Goalkeeper","189 cm","83 kg","Greece","2001-09-17","https://media.api-sports.io/football/players/26644.png"
63934,"A. Furlanetto","Alessio","Furlanetto",55,"Lazio","Goalkeeper","191 cm","84 kg","Italy","2002-02-07","https://media.api-sports.io/football/players/63934.png"
408625,"D. Renzetti","Davide","Renzetti",59,"Lazio","Goalkeeper","191 cm","79 kg","Italy","2006-06-09","https://media.api-sports.io/football/players/408625.png"
31037,"I. Provedel","Ivan","Provedel",94,"Lazio","Goalkeeper","194 cm","82 kg","Italy","1994-03-17","https://media.api-sports.io/football/players/31037.png"
1775,"S. Gigot","Samuel Florent","Thomas Gigot",4,"Lazio","Defender","187 cm","83 kg","France","1993-10-12","https://media.api-sports.io/football/players/1775.png"
30554,"L. Pellegrini","Luca","Pellegrini",3,"Lazio","Defender","178 cm","72 kg","Italy","1999-03-07","https://media.api-sports.io/football/players/30554.png"
1841,"Patric","Patricio","Gabarrón Gil",4,"Lazio","Defender","184 cm","72 kg","Spain","1993-04-17","https://media.api-sports.io/football/players/1841.png"
1632,"A. Romagnoli","Alessio","Romagnoli",13,"Lazio","Defender","185 cm","75 kg","Italy","1995-01-12","https://media.api-sports.io/football/players/1632.png"
317,"E. Hysaj","Elseid","Hysaj",4,"Lazio","Defender","182 cm","70 kg","Albania","1994-02-02","https://media.api-sports.io/football/players/317.png"
350857,"O. Provstgaard","Oliver","Provstgaard Nielsen",4,"Lazio","Defender","194 cm","70 kg","Denmark","2003-06-04","https://media.api-sports.io/football/players/350857.png"
41577,"Nuno Tavares","Nuno Albertino","Varela Tavares",5,"Lazio","Defender","183 cm","75 kg","Portugal","2000-01-26","https://media.api-sports.io/football/players/41577.png"
162952,"Mario Gila","Mario","Gila Fuentes",15,"Lazio","Defender","185 cm","74 kg","Spain","2000-08-29","https://media.api-sports.io/football/players/162952.png"
343569,"A. Milani","Alessandro","Milani",58,"Lazio","Defender","178 cm","76 kg","Venezuela","2005-06-14","https://media.api-sports.io/football/players/343569.png"
440285,"M. Zazza","Matteo","Zazza",63,"Lazio","Defender","Unknown","Unknown","Italy","2005-07-08","https://media.api-sports.io/football/players/440285.png"
407916,"Filipe Bordon","Filipe","Bordon",76,"Lazio","Defender","195 cm","85 kg","Brazil","2005-06-24","https://media.api-sports.io/football/players/407916.png"
1844,"A. Marušić","Adam","Marušić",77,"Lazio","Defender","185 cm","76 kg","Montenegro","1992-10-17","https://media.api-sports.io/football/players/1844.png"
211,"M. Vecino","Matías","Vecino Falero",5,"Lazio","Midfielder","187 cm","81 kg","Uruguay","1991-08-24","https://media.api-sports.io/football/players/211.png"
30784,"N. Rovella","Nicolò","Rovella",10,"Lazio","Midfielder","179 cm","66 kg","Italy","2001-12-04","https://media.api-sports.io/football/players/30784.png"
144740,"F. Dele-Bashiru","Fisayo","Dele-Bashiru",17,"Lazio","Midfielder","176 cm","70 kg","England","2001-02-06","https://media.api-sports.io/football/players/144740.png"
1454,"M. Guendouzi","Mattéo Elias Kenzo","Guendouzi Olié",8,"Lazio","Midfielder","185 cm","68 kg","France","1999-04-14","https://media.api-sports.io/football/players/1454.png"
30937,"M. Zaccagni","Mattia","Zaccagni",20,"Lazio","Midfielder","177 cm","63 kg","Italy","1995-06-16","https://media.api-sports.io/football/players/30937.png"
333116,"R. Belahyane","Reda","Belahyane",37,"Lazio","Midfielder","169 cm","53 kg","France","2004-06-01","https://media.api-sports.io/football/players/333116.png"
1266,"T. Bašić","Toma","Bašić",26,"Lazio","Midfielder","189 cm","80 kg","Croatia","1996-11-25","https://media.api-sports.io/football/players/1266.png"
327897,"A. Ibrahimović","Arijon","Ibrahimović",31,"Lazio","Midfielder","176 cm","69 kg","Germany","2005-12-11","https://media.api-sports.io/football/players/327897.png"
31688,"André Anderson","André Anderson","Pomilio Lima da Silva Costa",28,"Lazio","Midfielder","180 cm","78 kg","Italy","1999-09-23","https://media.api-sports.io/football/players/31688.png"
30866,"M. Lazzari","Manuel","Lazzari",29,"Lazio","Midfielder","174 cm","67 kg","Italy","1993-11-29","https://media.api-sports.io/football/players/30866.png"
436249,"L. Di Tommaso","Leonardo","Di Tommaso",53,"Lazio","Midfielder","187 cm","76 kg","Italy","2005-02-13","https://media.api-sports.io/football/players/436249.png"
436245,"M. Nazzaro","Marco","Nazzaro",60,"Lazio","Midfielder","Unknown","Unknown","Italy","2005-06-11","https://media.api-sports.io/football/players/436245.png"
441234,"Cristobal Muñoz López","Cristobal","Muñoz López","N/A","Lazio","Midfielder","175 cm","68 kg","Spain","2005-02-01","https://media.api-sports.io/football/players/441234.png"
2299,"Pedro","Pedro Eliezer","Rodríguez Ledesma",9,"Lazio","Attacker","169 cm","65 kg","Spain","1987-07-28","https://media.api-sports.io/football/players/2299.png"
50856,"V. Castellanos","Valentín Mariano José","Castellanos Giménez",19,"Lazio","Attacker","178 cm","70 kg","Argentina","1998-10-03","https://media.api-sports.io/football/players/50856.png"
133729,"T. Noslin","Tijjani","Noslin",77,"Lazio","Attacker","180 cm","75 kg","Netherlands","1999-07-07","https://media.api-sports.io/football/players/133729.png"
135519,"G. Isaksen","Gustav","Tang Isaksen",18,"Lazio","Attacker","181 cm","68 kg","Denmark","2001-04-19","https://media.api-sports.io/football/players/135519.png"
22015,"B. Dia","Boulaye","Dia",10,"Lazio","Attacker","180 cm","75 kg","Senegal","1996-11-16","https://media.api-sports.io/football/players/22015.png"
161621,"L. Tchaouna","Loum","Tchaouna",20,"Lazio","Attacker","180 cm","68 kg","France","2003-09-08","https://media.api-sports.io/football/players/161621.png"
436244,"F. Serra","Federico","Serra",61,"Lazio","Attacker","Unknown","Unknown","Italy","2006-01-03","https://media.api-sports.io/football/players/436244.png"
461314,"Mahamadou Balde","Mahamadou","Balde",64,"Lazio","Attacker","183 cm","Unknown","Spain","2004-01-01","https://media.api-sports.io/football/players/461314.png"
495,"C. Früchtl","Christian","Früchtl",23,"Lecce","Goalkeeper","193 cm","84 kg","Germany","2000-01-28","https://media.api-sports.io/football/players/495.png"
56459,"W. Falcone","Wladimiro","Falcone",30,"Lecce","Goalkeeper","195 cm","85 kg","Italy","1995-04-12","https://media.api-sports.io/football/players/56459.png"
156619,"J. Samooja","Jasper Lauri Petteri","Samooja",40,"Lecce","Goalkeeper","190 cm","85 kg","Finland","2003-07-21","https://media.api-sports.io/football/players/156619.png"
434081,"E. Scott","Elijah","Scott",2,"Lecce","Defender","177 cm","83 kg","Germany","2006-02-03","https://media.api-sports.io/football/players/434081.png"
291589,"Kialonda Gaspar","Esmevânio Kialonda","Gaspar",4,"Lecce","Defender","193 cm","90 kg","Angola","1997-09-27","https://media.api-sports.io/football/players/291589.png"
127035,"F. Baschirotto","Federico","Baschirotto",6,"Lecce","Defender","184 cm","90 kg","Italy","1996-09-20","https://media.api-sports.io/football/players/127035.png"
21636,"F. Guilbert","Frédéric","Guilbert",2,"Lecce","Defender","178 cm","70 kg","France","1994-12-24","https://media.api-sports.io/football/players/21636.png"
161702,"Danilo Veiga","Danilo Filipe","Melo Veiga",77,"Lecce","Defender","183 cm","78 kg","Portugal","2002-09-25","https://media.api-sports.io/football/players/161702.png"
23253,"G. Jean","Gaby","Jean",13,"Lecce","Defender","191 cm","75 kg","France","2000-02-19","https://media.api-sports.io/football/players/23253.png"
31543,"A. Gallo","Antonino","Gallo",25,"Lecce","Defender","183 cm","69 kg","Italy","2000-01-05","https://media.api-sports.io/football/players/31543.png"
457578,"Cristian","Cristian","Nikolaev Pehlivanov",26,"Lecce","Defender","197 cm","78 kg","Bulgaria","2006-11-01","https://media.api-sports.io/football/players/457578.png"
377924,"S. Esposito","Sebastian","Esposito",43,"Lecce","Defender","187 cm","79 kg","Australia","2005-04-21","https://media.api-sports.io/football/players/377924.png"
368163,"V. Addo","Vernon","Addo",42,"Lecce","Defender","188 cm","80 kg","Netherlands","2005-05-24","https://media.api-sports.io/football/players/368163.png"
455316,"Tiago Gabriel","Tiago Gabriel","Coelho Oliveira",44,"Lecce","Defender","196 cm","88 kg","Portugal","2004-12-26","https://media.api-sports.io/football/players/455316.png"
56161,"M. Sala","Marco","Sala",3,"Lecce","Defender","182 cm","72 kg","Italy","1999-06-04","https://media.api-sports.io/football/players/56161.png"
335071,"M. Berisha","Medon","Berisha",18,"Lecce","Midfielder","186 cm","81 kg","Albania","2003-10-21","https://media.api-sports.io/football/players/335071.png"
136016,"H. Rafia","Hamza","Rafia",8,"Lecce","Midfielder","180 cm","75 kg","Tunisia","1999-04-02","https://media.api-sports.io/football/players/136016.png"
28744,"Þ. Helgason","Þórir Jóhann","Helgason",14,"Lecce","Midfielder","187 cm","66 kg","Iceland","2000-09-28","https://media.api-sports.io/football/players/28744.png"
15673,"Y. Ramadani","Ylber","Ramadani",20,"Lecce","Midfielder","185 cm","80 kg","Albania","1996-04-12","https://media.api-sports.io/football/players/15673.png"
118956,"L. Banda","Lameck","Banda",7,"Lecce","Midfielder","169 cm","69 kg","Zambia","2001-01-29","https://media.api-sports.io/football/players/118956.png"
1748,"L. Coulibaly","Lassana","Coulibaly",18,"Lecce","Midfielder","183 cm","77 kg","Mali","1996-04-10","https://media.api-sports.io/football/players/1748.png"
40563,"F. Marchwiński","Filip","Marchwiński",10,"Lecce","Midfielder","187 cm","72 kg","Poland","2002-01-10","https://media.api-sports.io/football/players/40563.png"
190958,"B. Pierret","Balthazar Jean Philippe Marie","Pierret",4,"Lecce","Midfielder","186 cm","82 kg","France","2000-05-15","https://media.api-sports.io/football/players/190958.png"
197779,"M. Kaba","Mohamed","Kaba",77,"Lecce","Midfielder","185 cm","71 kg","France","2001-10-27","https://media.api-sports.io/football/players/197779.png"
1831,"A. Rebić","Ante","Rebić",7,"Lecce","Attacker","185 cm","78 kg","Croatia","1993-09-21","https://media.api-sports.io/football/players/1831.png"
47182,"Tete Morente","José Antonio","Morente Oliva",11,"Lecce","Midfielder","180 cm","76 kg","Spain","1996-12-04","https://media.api-sports.io/football/players/47182.png"
66817,"N. Krstović","Nikola","Krstović",9,"Lecce","Attacker","185 cm","83 kg","Montenegro","2000-04-05","https://media.api-sports.io/football/players/66817.png"
8643,"K. N’Dri","Konan Ignace","Jocelyn N’Dri",15,"Lecce","Attacker","174 cm","73 kg","Côte d'Ivoire","2000-10-27","https://media.api-sports.io/football/players/8643.png"
30490,"N. Sansone","Nicola","Domenico Sansone",11,"Lecce","Attacker","175 cm","68 kg","Italy","1991-09-10","https://media.api-sports.io/football/players/30490.png"
327763,"R. Burnete","Rareş Cătălin","Burnete",23,"Lecce","Attacker","185 cm","77 kg","Romania","2004-01-31","https://media.api-sports.io/football/players/327763.png"
342034,"J. Voelkerling Persson","Joel Axel Krister","Voelkerling Persson",4,"Lecce","Attacker","194 cm","85 kg","Sweden","2003-01-15","https://media.api-sports.io/football/players/342034.png"
48079,"J. Karlsson","Karl Jesper","Karlsson",10,"Lecce","Attacker","171 cm","70 kg","Sweden","1998-07-25","https://media.api-sports.io/football/players/48079.png"
6662,"S. Pierotti","Santiago Daniel","Pierotti",30,"Lecce","Attacker","189 cm","69 kg","Argentina","2001-04-03","https://media.api-sports.io/football/players/6662.png"
22221,"M. Maignan","Mike Peterson","Maignan",16,"Milan","Goalkeeper","191 cm","89 kg","France","1995-07-03","https://media.api-sports.io/football/players/22221.png"
339598,"N. Raveyre","Noah","Raveyre",25,"Milan","Goalkeeper","182 cm","75 kg","France","2005-06-22","https://media.api-sports.io/football/players/339598.png"
31069,"M. Sportiello","Marco","Sportiello",57,"Milan","Goalkeeper","192 cm","87 kg","Italy","1992-05-10","https://media.api-sports.io/football/players/31069.png"
342995,"L. Nava","Lapo Francesco Maria","Nava",69,"Milan","Goalkeeper","197 cm","91 kg","Italy","2004-01-22","https://media.api-sports.io/football/players/342995.png"
386298,"L. Torriani","Lorenzo","Torriani",96,"Milan","Goalkeeper","197 cm","87 kg","Italy","2005-01-31","https://media.api-sports.io/football/players/386298.png"
47300,"T. Hernández","Théo Bernard François","Hernández",19,"Milan","Defender","184 cm","81 kg","France","1997-10-06","https://media.api-sports.io/football/players/47300.png"
330437,"Álex Jiménez","Alejandro","Jiménez Sánchez",20,"Milan","Defender","177 cm","73 kg","Spain","2005-05-08","https://media.api-sports.io/football/players/330437.png"
1566,"Emerson Royal","Emerson Aparecido","Leite de Souza Júnior",12,"Milan","Defender","181 cm","79 kg","Brazil","1999-01-14","https://media.api-sports.io/football/players/1566.png"
19209,"F. Tomori","Oluwafikayomi Oluwadamilola","Tomori",23,"Milan","Defender","185 cm","75 kg","England","1997-12-19","https://media.api-sports.io/football/players/19209.png"
769,"A. Florenzi","Alessandro","Florenzi",42,"Milan","Defender","173 cm","67 kg","Italy","1991-03-11","https://media.api-sports.io/football/players/769.png"
163189,"M. Thiaw","Malick Laye","Thiaw",28,"Milan","Defender","191 cm","80 kg","Germany","2001-08-08","https://media.api-sports.io/football/players/163189.png"
45826,"S. Pavlović","Strahinja","Pavlović",31,"Milan","Defender","194 cm","88 kg","Serbia","2001-05-24","https://media.api-sports.io/football/players/45826.png"
627,"K. Walker","Kyle Andrew","Walker",2,"Milan","Defender","183 cm","80 kg","England","1990-05-28","https://media.api-sports.io/football/players/627.png"
374359,"D. Bartesaghi","Davide","Bartesaghi",95,"Milan","Defender","193 cm","86 kg","Italy","2005-12-29","https://media.api-sports.io/football/players/374359.png"
56473,"M. Gabbia","Matteo","Gabbia",2,"Milan","Defender","185 cm","78 kg","Italy","1999-10-21","https://media.api-sports.io/football/players/56473.png"
2292,"R. Loftus-Cheek","Ruben Ira","Loftus-Cheek",8,"Milan","Midfielder","191 cm","88 kg","England","1996-01-23","https://media.api-sports.io/football/players/2292.png"
17,"C. Pulišić","Christian Mate","Pulišić",11,"Milan","Midfielder","177 cm","73 kg","USA","1998-09-18","https://media.api-sports.io/football/players/17.png"
36902,"T. Reijnders","Tijjani","Reijnders",14,"Milan","Midfielder","185 cm","73 kg","Netherlands","1998-07-29","https://media.api-sports.io/football/players/36902.png"
22254,"Y. Fofana","Youssouf","Fofana",29,"Milan","Midfielder","185 cm","75 kg","France","1999-01-10","https://media.api-sports.io/football/players/22254.png"
266813,"W. Bondo","Warren Pierre","Bondo",8,"Milan","Midfielder","177 cm","63 kg","France","2003-09-15","https://media.api-sports.io/football/players/266813.png"
264472,"F. Terracciano","Filippo","Terracciano",24,"Milan","Midfielder","180 cm","68 kg","Italy","2003-02-08","https://media.api-sports.io/football/players/264472.png"
336580,"S. Vos","Silvano Cliff Robbie","Vos",55,"Milan","Midfielder","189 cm","72 kg","Netherlands","2005-03-16","https://media.api-sports.io/football/players/336580.png"
162106,"Y. Musah","Yunus Dimoara","Musah",80,"Milan","Midfielder","178 cm","71 kg","USA","2002-11-29","https://media.api-sports.io/football/players/162106.png"
94562,"S. Giménez","Santiago Tomás","Giménez",29,"Milan","Attacker","182 cm","69 kg","Mexico","2001-04-18","https://media.api-sports.io/football/players/94562.png"
1828,"L. Jović","Luka","Jović",9,"Milan","Attacker","181 cm","78 kg","Serbia","1997-12-23","https://media.api-sports.io/football/players/1828.png"
22236,"Rafael Leão","Rafael Alexandre","da Conceição Leão",10,"Milan","Attacker","188 cm","81 kg","Portugal","1999-06-10","https://media.api-sports.io/football/players/22236.png"
1696,"S. Chukwueze","Samuel Chimerenka","Chukwueze",21,"Milan","Attacker","172 cm","70 kg","Nigeria","1999-05-22","https://media.api-sports.io/football/players/1696.png"
410396,"M. Liberali","Mattia","Liberali",20,"Milan","Attacker","169 cm","67 kg","Italy","2007-04-06","https://media.api-sports.io/football/players/410396.png"
297579,"C. Traorè","Chaka","Traorè",70,"Milan","Attacker","175 cm","68 kg","Côte d'Ivoire","2004-12-23","https://media.api-sports.io/football/players/297579.png"
436260,"F. Camarda","Francesco","Camarda",73,"Milan","Attacker","184 cm","77 kg","Italy","2008-03-10","https://media.api-sports.io/football/players/436260.png"
353611,"B. Omoregbe","Bob Murphy","Omoregbe",29,"Milan","Attacker","185 cm","68 kg","Italy","2003-11-05","https://media.api-sports.io/football/players/353611.png"
583,"João Félix","João","Félix Sequeira",14,"Milan","Attacker","181 cm","70 kg","Portugal","1999-11-10","https://media.api-sports.io/football/players/583.png"
19194,"T. Abraham","Tammy","Bakumo-Abraham",9,"Milan","Attacker","190 cm","80 kg","England","1997-10-02","https://media.api-sports.io/football/players/19194.png"
31507,"R. Sottil","Riccardo","Sottil",7,"Milan","Attacker","180 cm","75 kg","Italy","1999-06-03","https://media.api-sports.io/football/players/31507.png"
31566,"S. Pizzignacco","Semuel","Pizzignacco",1,"Monza","Goalkeeper","188 cm","76 kg","Italy","2001-09-01","https://media.api-sports.io/football/players/31566.png"
30519,"S. Turati","Stefano","Turati",22,"Monza","Goalkeeper","188 cm","84 kg","Italy","2001-09-05","https://media.api-sports.io/football/players/30519.png"
470411,"D. Bifulco","Davide","Bifulco",51,"Monza","Goalkeeper","180 cm","78 kg","Italy","2006-01-04","https://media.api-sports.io/football/players/470411.png"
493646,"Andrea Vailati","Andrea","Vailati",56,"Monza","Goalkeeper","180 cm","78 kg","Italy","2007-08-04","https://media.api-sports.io/football/players/493646.png"
308673,"Andrea Sergio Mazza","Andrea Sergio","Mazza",69,"Monza","Goalkeeper","190 cm","76 kg","Italy","2004-01-01","https://media.api-sports.io/football/players/308673.png"
48294,"A. Brorsson","Per Arvid","Viking Brorsson",3,"Monza","Defender","188 cm","81 kg","Sweden","1999-05-08","https://media.api-sports.io/football/players/48294.png"
340726,"S. Leković","Stefan","Leković",35,"Monza","Defender","192 cm","83 kg","Serbia","2004-01-09","https://media.api-sports.io/football/players/340726.png"
30501,"A. Izzo","Armando","Izzo",4,"Monza","Defender","183 cm","78 kg","Italy","1992-03-02","https://media.api-sports.io/football/players/30501.png"
30615,"L. Caldirola","Luca","Caldirola",5,"Monza","Defender","186 cm","79 kg","Italy","1991-02-01","https://media.api-sports.io/football/players/30615.png"
30768,"Pedro Pereira","Pedro Miguel","Almeida Lopes Pereira",13,"Monza","Defender","185 cm","77 kg","Portugal","1998-01-22","https://media.api-sports.io/football/players/30768.png"
30708,"S. Birindelli","Samuele","Birindelli",19,"Monza","Defender","175 cm","68 kg","Italy","1999-07-19","https://media.api-sports.io/football/players/30708.png"
311360,"T. Palacios","Tiago Tomás","Palacios",42,"Monza","Defender","196 cm","80 kg","Argentina","2003-04-28","https://media.api-sports.io/football/players/311360.png"
193,"D. D&apos;Ambrosio","Danilo","D'Ambrosio",33,"Monza","Defender","180 cm","75 kg","Italy","1988-09-09","https://media.api-sports.io/football/players/193.png"
193270,"A. Carboni","Andrea","Carboni",44,"Monza","Defender","187 cm","70 kg","Italy","2001-02-04","https://media.api-sports.io/football/players/193270.png"
353417,"Niccolò Postiglione","Niccolò","Postiglione",52,"Monza","Defender","184 cm","79 kg","Italy","2005-04-16","https://media.api-sports.io/football/players/353417.png"
26828,"G. Kiriakopoulos","Giorgos","Kiriakopoulos",77,"Monza","Defender","178 cm","74 kg","Greece","1996-02-05","https://media.api-sports.io/football/players/26828.png"
203,"R. Gagliardini","Roberto","Gagliardini",6,"Monza","Midfielder","190 cm","77 kg","Italy","1994-04-07","https://media.api-sports.io/football/players/203.png"
31678,"J. Akpa Akpro","Jean-Daniel Dave","Lewis Akpa Akpro",92,"Monza","Midfielder","180 cm","70 kg","Côte d'Ivoire","1992-10-11","https://media.api-sports.io/football/players/31678.png"
182280,"K. UrbaÅski","Kacper","Urbański",10,"Monza","Midfielder","183 cm","66 kg","Poland","2004-09-07","https://media.api-sports.io/football/players/182280.png"
31615,"G. Castrovilli","Gaetano","Castrovilli",17,"Monza","Midfielder","176 cm","71 kg","Italy","1997-02-17","https://media.api-sports.io/football/players/31615.png"
30535,"S. Sensi","Stefano","Sensi",5,"Monza","Midfielder","168 cm","62 kg","Italy","1995-08-05","https://media.api-sports.io/football/players/30535.png"
382945,"Kevin Zeroli","Kevin","Zeroli",85,"Monza","Midfielder","176 cm","60 kg","Italy","2005-01-11","https://media.api-sports.io/football/players/382945.png"
30436,"M. Pessina","Matteo","Pessina",32,"Monza","Midfielder","187 cm","77 kg","Italy","1997-04-21","https://media.api-sports.io/football/players/30436.png"
302432,"A. Bianco","Alessandro","Bianco",42,"Monza","Midfielder","173 cm","67 kg","Italy","2002-10-01","https://media.api-sports.io/football/players/302432.png"
418333,"E. Scaramelli","Endris","Scaramelli",53,"Monza","Defender","172 cm","60 kg","Italy","2006-09-19","https://media.api-sports.io/football/players/418333.png"
438039,"A. Berretta","Alessandro","Berretta",54,"Monza","Midfielder","189 cm","74 kg","Italy","2007-07-01","https://media.api-sports.io/football/players/438039.png"
394438,"L. Colombo","Leonardo","Colombo",57,"Monza","Midfielder","175 cm","64 kg","Italy","2005-06-04","https://media.api-sports.io/football/players/394438.png"
30460,"G. Caprari","Gianluca","Caprari",10,"Monza","Attacker","176 cm","72 kg","Italy","1993-07-30","https://media.api-sports.io/football/players/30460.png"
213,"K. Baldé","Keita","Baldé Diao",77,"Monza","Attacker","181 cm","80 kg","Senegal","1995-03-08","https://media.api-sports.io/football/players/213.png"
284242,"O. Forson","Omari Nathan","Forson",20,"Monza","Midfielder","179 cm","74 kg","England","2004-07-20","https://media.api-sports.io/football/players/284242.png"
25079,"S. Ganvoula","Silvere","Ganvoula M'boussy",35,"Monza","Attacker","191 cm","90 kg","Congo","1996-06-29","https://media.api-sports.io/football/players/25079.png"
30879,"A. Petagna","Andrea","Petagna",37,"Monza","Attacker","190 cm","85 kg","Italy","1995-06-30","https://media.api-sports.io/football/players/30879.png"
30603,"Dany Mota","Dany","Mota Carvalho",47,"Monza","Attacker","180 cm","74 kg","Portugal","1998-05-02","https://media.api-sports.io/football/players/30603.png"
443141,"K. Maussi Martins","Kevin","Maussi Martins",55,"Monza","Attacker","180 cm","78 kg","Italy","2005-01-31","https://media.api-sports.io/football/players/443141.png"
312985,"S. Vignato","Samuele","Vignato",80,"Monza","Attacker","172 cm","62 kg","Italy","2004-02-24","https://media.api-sports.io/football/players/312985.png"
31532,"P. Ciurria","Patrick","Ciurria",84,"Monza","Attacker","178 cm","67 kg","Italy","1995-02-09","https://media.api-sports.io/football/players/31532.png"
312,"A. Meret","Alex","Meret",1,"Napoli","Goalkeeper","190 cm","82 kg","Italy","1997-03-22","https://media.api-sports.io/football/players/312.png"
386858,"C. Turi","Claudio","Turi",12,"Napoli","Goalkeeper","188 cm","77 kg","Italy","2005-05-06","https://media.api-sports.io/football/players/386858.png"
32172,"N. Contini","Nikita","Contini Baranovsky",14,"Napoli","Goalkeeper","190 cm","82 kg","Italy","1996-05-21","https://media.api-sports.io/football/players/32172.png"
50054,"S. Scuffet","Simone","Scuffet",22,"Napoli","Goalkeeper","193 cm","77 kg","Italy","1996-05-31","https://media.api-sports.io/football/players/50054.png"
31226,"A. Buongiorno","Alessandro","Buongiorno",4,"Napoli","Defender","190 cm","86 kg","Italy","1999-06-06","https://media.api-sports.io/football/players/31226.png"
774,"Juan Jesus","Juan Guilherme","Nunes Jesus",5,"Napoli","Defender","185 cm","83 kg","Brazil","1991-06-10","https://media.api-sports.io/football/players/774.png"
1314,"Amir Rrahmani","Amir","Rrahmani",13,"Napoli","Defender","192 cm","87 kg","Kosovo","1994-02-24","https://media.api-sports.io/football/players/1314.png"
237066,"Rafa Marín","Rafael","Marín Zamora",16,"Napoli","Defender","191 cm","83 kg","Spain","2002-05-19","https://media.api-sports.io/football/players/237066.png"
47254,"M. Olivera","Mathías","Olivera Miramontes",17,"Napoli","Defender","185 cm","78 kg","Uruguay","1997-10-31","https://media.api-sports.io/football/players/47254.png"
31042,"G. Di Lorenzo","Giovanni","Di Lorenzo",22,"Napoli","Defender","183 cm","83 kg","Italy","1993-08-04","https://media.api-sports.io/football/players/31042.png"
31390,"P. Mazzocchi","Pasquale","Mazzocchi",30,"Napoli","Defender","183 cm","78 kg","Italy","1995-07-27","https://media.api-sports.io/football/players/31390.png"
862,"L. Spinazzola","Leonardo","Spinazzola",37,"Napoli","Defender","186 cm","75 kg","Italy","1993-03-25","https://media.api-sports.io/football/players/862.png"
130423,"B. Gilmour","Billy Clifford","Gilmour",6,"Napoli","Midfielder","170 cm","60 kg","Scotland","2001-06-11","https://media.api-sports.io/football/players/130423.png"
903,"S. McTominay","Scott Francis","McTominay",8,"Napoli","Midfielder","193 cm","88 kg","Scotland","1996-12-08","https://media.api-sports.io/football/players/903.png"
2734,"P. Billing","Philip","Anyanwu Billing",29,"Napoli","Midfielder","193 cm","83 kg","Denmark","1996-06-11","https://media.api-sports.io/football/players/2734.png"
335102,"L. Hasa","Luis","Hasa",38,"Napoli","Midfielder","172 cm","60 kg","Italy","2004-01-06","https://media.api-sports.io/football/players/335102.png"
47439,"S. Lobotka","Stanislav","Lobotka",22,"Napoli","Midfielder","168 cm","68 kg","Slovakia","1994-11-25","https://media.api-sports.io/football/players/47439.png"
3406,"A. Zambo Anguissa","André-Frank","Zambo Anguissa",99,"Napoli","Midfielder","184 cm","78 kg","Cameroon","1995-11-16","https://media.api-sports.io/football/players/3406.png"
552,"David Neres","David","Neres Campos",7,"Napoli","Attacker","176 cm","66 kg","Brazil","1997-03-03","https://media.api-sports.io/football/players/552.png"
48389,"N. Okafor","Noah Arinzechukwu","Okafor",17,"Napoli","Attacker","185 cm","85 kg","Switzerland","2000-05-24","https://media.api-sports.io/football/players/48389.png"
907,"R. Lukaku","Romelu Menama","Lukaku Bolingoli",11,"Napoli","Attacker","191 cm","93 kg","Belgium","1993-05-13","https://media.api-sports.io/football/players/907.png"
30414,"G. Simeone","Giovanni Pablo","Simeone Baldini",18,"Napoli","Attacker","180 cm","81 kg","Argentina","1995-07-05","https://media.api-sports.io/football/players/30414.png"
219,"M. Politano","Matteo","Politano",21,"Napoli","Attacker","171 cm","67 kg","Italy","1993-08-03","https://media.api-sports.io/football/players/219.png"
85,"C. Ngonge","Cyril","Ngonge",26,"Napoli","Attacker","179 cm","73 kg","Belgium","2000-05-26","https://media.api-sports.io/football/players/85.png"
30543,"G. Raspadori","Giacomo","Raspadori",81,"Napoli","Attacker","172 cm","69 kg","Italy","2000-02-18","https://media.api-sports.io/football/players/30543.png"
483676,"G. De Marzi","Giorgio","De Marzi",70,"Roma","Goalkeeper","182 cm","72 kg","USA","2007-04-18","https://media.api-sports.io/football/players/483676.png"
495478,"A. Marcaccini","Alessio","Marcaccini",73,"Roma","Goalkeeper","Unknown","Unknown","Italy","2008-10-01","https://media.api-sports.io/football/players/495478.png"
437099,"Renato Bellucci","Renato","Bellucci Marin",12,"Roma","Goalkeeper","190 cm","78 kg","Italy","2006-07-10","https://media.api-sports.io/football/players/437099.png"
30418,"P. Gollini","Pierluigi","Gollini",95,"Roma","Goalkeeper","194 cm","94 kg","Italy","1995-03-18","https://media.api-sports.io/football/players/30418.png"
